PID	Building #	Year Built	Living Area	Replacement Cost	Percent Good	Value after Depreciation	Style	Model	Grade	Stories	Total Bedrooms	Total Bthrms	Total Half Baths	Total Rooms	Num Kitchens	Gross Floor Area	Living Area	CollectedOn
1051	1	2003	1,188	68479	87	59600	Mobile Home	Mobile Home	Average +20	1	3	2	0	5	01	1,276	1,188	2024-03-13
1052	1	1890	1,056	138841	72	100000	Cape Cod	Residential	Below Average	1.5	3	1	0	5	01	2,727	1,056	2024-03-13
1053	1	1778	4,762	867364	85	737300	Antique	Residential	Good +10	1.75	7	5	0	13	01	9,002	4,762	2024-03-13
1053	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1053	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1054	1	1820	6,243	1738783	88	1530100	Colonial	Residential	Excellent	1.75	6	6	0	18	02	12,005	6,243	2024-03-13
1054	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1055	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1057	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1058	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1058	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1060	1	2003	3,532	700078	87	609100	Colonial	Residential	Good +20	2.5	2	2	1	8	01	5,752	3,532	2024-03-13
1060	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1061	1	1998	1,008	107954	81	87400	Studio/Garage	Residential	Average +10	1.75	00	0	0	10	01	2,688	1,008	2024-03-13
1064	1	1803	3,396	555402	85	472100	Antique	Residential	Good	2	4	3	0	11	01	6,530	3,396	2024-03-13
1064	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1064	3		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1068	1	1789	3,903	593991	83	493000	Antique	Residential	Good	2	4	3	1	10	01	5,751	3,903	2024-03-13
1069	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1070	1	1987	1,356	77696	75	58300	Mobile Home	Mobile Home	Average +20	1	3	2	0	6	01	1,596	1,356	2024-03-13
1071	1	2009	3,376	525681	93	488900	Modern/Contemp	Residential	Average +20	2	5	4	1	11	01	5,480	3,376	2024-03-13
1076	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1077	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1078	1	1989	1,476	228657	79	180600	Split-Level	Residential	Average	1	3	2	0	7	01	2,940	1,476	2024-03-13
1079	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1081	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1082	1	1994	1,092	48396	66	31900	Camp	Residential	Below Average	1.75	1	0	0	3	01	1,580	1,092	2024-03-13
1083	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1084	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1085	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1087	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1091	1	1975	960	120257	65	78200	Ranch	Residential	Below Average	1	1	1	1	4	01	2,040	960	2024-03-13
1092	1	1978	2,502	319772	90	287800	Cape Cod	Residential	Average +20	1.5	3	2	1	8	01	4,578	2,502	2024-03-13
1093	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1094	1	1974	1,756	265000	67	177600	Raised Ranch	Residential	Average +10	1	2	2	1	7	01	3,798	1,756	2024-03-13
1096	1	2007	3,678	1099030	91	1000100	Colonial	Residential	Excellent+10	2	3	3	1	10	01	6,940	3,678	2024-03-13
1096	2	2015	2,310	411084	96	394600	Cape Cod	Residential	Good +20	1.75	3	2	1	7	 	4,101	2,310	2024-03-13
1096	3	2015	828	137947	97	133800	Studio/Garage	Residential	Good +20	1.75	00	0	0	1	 	1,968	828	2024-03-13
1097	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1098	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1099	1	1980	1,479	303680	72	218600	Modern/Contemp	Residential	Good	1	3	2	0	6	01	2,400	1,479	2024-03-13
1100	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1101	1	1984	1,638	236855	73	172900	Modern/Contemp	Residential	Average	1.75	2	2	1	5	01	3,894	1,638	2024-03-13
1102	1	1978	748	132748	66	87600	Ranch	Residential	Below Average	1	1	2	0	5	01	1,980	748	2024-03-13
1103	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1104	1	1786	4,020	556002	85	472600	Cape Cod	Residential	Good +10	1.5	4	3	0	9	01	7,611	4,020	2024-03-13
1104	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1105	1	1820	3,847	518516	90	466700	Antique	Residential	Average +20	2	3	3	0	8	01	5,740	3,847	2024-03-13
1105	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1105	3		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1109	1	1790	3,270	503363	85	427900	Antique	Residential	Good	1.75	5	3	0	11	01	6,388	3,270	2024-03-13
1109	2	1998	859	98768	83	82000	Studio/Garage	Residential	Good	1	00	0	1	1	00	1,255	859	2024-03-13
1111	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1112	1	1987	2,013	234875	75	176200	Cape Cod	Residential	Average +10	1.75	4	2	0	6	01	3,346	2,013	2024-03-13
1113	1	1967	1,040	62366	40	24900	Mobile Home	Mobile Home	Average +10	1	3	1	0	5	01	2,328	1,040	2024-03-13
1118	1	1977	1,576	225171	85	191400	Cape Cod	Residential	Average +10	1.75	3	2	0	9	01	3,488	1,576	2024-03-13
1119	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1120	1	1966	2,976	409553	90	368600	Modern/Contemp	Residential	Average +20	2	3	2	0	8	01	5,448	2,976	2024-03-13
1120	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1121	1	1969	1,651	255587	85	217200	Modern/Contemp	Residential	Average +10	1	2	2	0	8	01	4,075	1,651	2024-03-13
1122	1	1982	840	41037	59	24200	Mobile Home	Mobile Home	Average	1	3	1	1	5	01	855	840	2024-03-13
1123	1	1966	672	38078	65	24800	Mobile Home	Mobile Home	Below Average	1	3	1	0	4	01	1,831	672	2024-03-13
1124	1	1991	924	45118	77	34700	Mobile Home	Mobile Home	Average	1	3	2	0	5	01	999	924	2024-03-13
1125	1	1975	732	32586	72	23500	Mobile Home	Mobile Home	Below Average	1	2	1	0	4	01	772	732	2024-03-13
1126	1	1987	1,673	254560	75	190900	Family Conver.	Residential	Average	2	3	3	0	7	02	3,269	1,673	2024-03-13
1127	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1129	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1131	1	1965	926	77423	60	46500	Ranch	Residential	Minimum	1	1	1	0	3	01	1,174	926	2024-03-13
1132	1	1790	4,203	696970	85	592400	Antique	Residential	Good	1.75	3	3	1	9	01	8,801	4,203	2024-03-13
1133	1	1965	1,170	177258	65	115200	Ranch	Residential	Average	1	3	1	1	5	01	2,608	1,170	2024-03-13
1136	1	1998	1,456	92576	81	75000	Mobile Home	Mobile Home	Average +20	1	3	2	0	5	01	2,868	1,456	2024-03-13
1137	1	1968	672	31771	62	19700	Mobile Home	Mobile Home	Below Average	1	2	1	0	4	01	858	672	2024-03-13
1138	1	1969	494	45383	85	38600	Ranch	Residential	Minimum	1	1	1	0	3	01	536	494	2024-03-13
1140	1	1990	2,768	356119	65	231500	Colonial	Residential	Average	2	3	2	0	8	01	4,462	2,768	2024-03-13
1141	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1142	1	2021	2,646	297528	100	297500	Cape Cod	Residential	Average +10	1	4	3	0	5	01	4,608	2,646	2024-03-13
1144	1	1990	3,271	461709	77	355500	Cape Cod	Residential	Average +20	1.75	4	3	1	11	01	6,308	3,271	2024-03-13
1149	1	1978	980	199775	72	143800	Modern/Contemp	Residential	Average	2	2	2	0	6	01	2,952	980	2024-03-13
1150	1	1978	1,341	224553	80	179600	Cape Cod	Residential	Average +20	1.5	3	2	0	7	01	2,821	1,341	2024-03-13
1151	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1152	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1154	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1155	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1156	1	1979	2,886	356699	85	303200	Cape Cod	Residential	Average +20	1.75	4	2	2	13	01	5,336	2,886	2024-03-13
1157	1	1947	1,785	133956	40	53600	Conventional	Residential	Below Average	2	3	1	1	6	01	3,129	1,785	2024-03-13
1158	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1163	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1164	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1165	1	1969	472	94033	72	67700	Ranch	Residential	Below Average	1	1	1	0	4	01	1,571	472	2024-03-13
1166	1	2003	1,576	194099	87	168900	Cape Cod	Residential	Average	1.5	2	2	1	5	01	3,474	1,576	2024-03-13
1167	1	1989	1,725	215242	71	152800	Ranch	Residential	Average	1	2	2	0	6	01	2,923	1,725	2024-03-13
1169	1	1996	3,579	644672	81	522200	Modern/Contemp	Residential	Good +10	1.75	4	3	1	11	01	7,546	3,579	2024-03-13
1170	1	1988	2,227	346901	75	260200	Cape Cod	Residential	Good	1.75	2	2	1	7	01	4,920	2,227	2024-03-13
1171	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1173	1	2016	554	69576	82	57100	Ranch	Residential	Average	1	1	0	0	2	01	1,360	554	2024-03-13
1177	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1186	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1187	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1188	1	2001	3,190	562114	75	421600	Modern/Contemp	Residential	Good	2	3	3	1	9	01	6,915	3,190	2024-03-13
1189	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1190	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1191	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1192	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1193	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1195	1	1989	2,092	355440	73	259500	Modern/Contemp	Residential	Average +20	1.75	3	3	0	9	01	4,119	2,092	2024-03-13
1196	1	1988	3,005	430070	75	322600	Cape Cod	Residential	Good	1.75	4	2	1	10	01	6,325	3,005	2024-03-13
1197	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1198	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1199	1	1972	1,571	189174	57	107800	Modern/Contemp	Residential	Average	1.75	3	2	0	6	01	2,561	1,571	2024-03-13
1200	1	1972	1,571	228341	67	153000	Modern/Contemp	Residential	Average +10	1.75	3	2	0	7	01	3,087	1,571	2024-03-13
1201	1	2003	2,184	309570	87	269300	Cape Cod	Residential	Average +20	1.5	3	2	1	9	00	4,604	2,184	2024-03-13
1202	1	2001	1,972	320719	88	282200	Cape Cod	Residential	Average +20	1.5	3	2	1	9	01	5,068	1,972	2024-03-13
1203	1	1970	1,308	239824	76	182300	Raised Ranch	Residential	Average +20	1	3	2	0	4	01	3,022	1,308	2024-03-13
1204	1	1975	1,974	219170	85	186300	Conventional	Residential	Average +10	2	3	2	1	6	01	3,736	1,974	2024-03-13
1206	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1207	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1208	1	1791	2,856	354733	75	266000	Antique	Residential	Average +20	1.5	4	2	0	9	01	4,088	2,856	2024-03-13
1209	1	1985	2,422	343777	73	251000	Modern/Contemp	Residential	Average +20	2	4	2	1	8	01	3,758	2,422	2024-03-13
1211	1	1970	1,008	115307	76	87600	Cape Cod	Residential	Below Average	1.5	1	1	0	4	01	2,199	1,008	2024-03-13
1212	1	2009	2,632	503794	93	468500	Colonial	Residential	Average +20	2	4	3	1	9	 	4,435	2,632	2024-03-13
1213	1	1989	3,455	470398	79	371600	Cape Cod	Residential	Good	1.75	4	3	0	10	01	6,366	3,455	2024-03-13
1214	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1215	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1222	1	1796	2,052	176616	10	17700	Antique	Residential	Minimum	1.5	6	1	0	10	01	4,212	2,052	2024-03-13
1222	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1222	3	2010	4,017	508058	80	406400	Apt/Garage	Residential	Good +10	2	1	1	1	 	 	7,544	4,017	2024-03-13
1223	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1225	1	1995	1,942	244739	81	198200	Raised Ranch	Residential	Average	1	4	3	0	8	01	4,172	1,942	2024-03-13
1226	1	1995	3,476	861256	83	714800	Modern/Contemp	Residential	Excellent	2	3	3	1	9	01	7,111	3,476	2024-03-13
1226	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1227	1	1989	3,731	558450	73	407700	Modern/Contemp	Residential	Good	1.75	4	3	0	9	01	7,872	3,731	2024-03-13
1228	1	1990	1,200	205563	75	154200	Cape Cod	Residential	Average +20	1.5	1	1	1	4	01	3,452	1,200	2024-03-13
1229	1	1940	672	38729	67	25900	Camp	Residential	Average +10	1.75	1	0	1	2	01	908	672	2024-03-13
1230	1	1994	2,544	431777	76	328200	Colonial	Residential	Average +20	2	4	2	1	8	01	4,812	2,544	2024-03-13
1232	1	1983	1,846	165480	69	114200	Cape Cod	Residential	Average	1.75	2	2	0	4	01	3,100	1,846	2024-03-13
1233	1	1850	1,993	366425	80	293100	Antique	Residential	Average +20	1.5	2	4	0	7	01	5,048	1,993	2024-03-13
1234	1	1983	1,392	181689	72	130800	Ranch	Residential	Average	1	3	1	0	6	01	2,620	1,392	2024-03-13
1235	1	1968	1,316	163431	65	106200	Ranch	Residential	Below Average	1	3	1	0	7	01	2,804	1,316	2024-03-13
1236	1	1800	850	98104	60	58900	Cape Cod	Residential	Minimum	1	2	1	0	4	01	2,550	850	2024-03-13
1243	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1247	1	1984	3,211	546864	85	464800	Modern/Contemp	Residential	Good +10	1.75	3	3	1	7	01	5,506	3,211	2024-03-13
1248	1	1996	3,370	628389	81	509000	Modern/Contemp	Residential	Good +10	1.75	4	3	2	7	01	6,164	3,370	2024-03-13
1249	1	1800	2,474	254361	65	165300	Antique	Residential	Below Average	2	5	2	0	10	01	3,576	2,474	2024-03-13
1250	1	1974	2,408	300281	85	255200	Cape Cod	Residential	Average +20	1.75	3	2	0	8	01	4,786	2,408	2024-03-13
1251	1	2002	2,640	515156	87	448200	Colonial	Residential	Good +10	2	4	2	1	7	01	3,976	2,640	2024-03-13
1255	1	1993	2,980	464607	79	367000	Modern/Contemp	Residential	Good	1.75	4	2	1	9	01	5,346	2,980	2024-03-13
1256	1	1993	2,583	305080	77	234900	Cape Cod	Residential	Average +20	1.75	3	1	2	9	01	4,628	2,583	2024-03-13
1257	1	2013	1,186	155446	96	149200	Ranch	Residential	Average	1	2	1	0	5	01	1,702	1,186	2024-03-13
1263	1	1918	1,827	194521	71	138100	Cape Cod	Residential	Average	1.75	4	1	1	8	01	3,405	1,827	2024-03-13
1263	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1265	1	1990	2,099	319717	79	252600	Cape Cod	Residential	Good	1.75	3	2	0	8	01	4,316	2,099	2024-03-13
1266	1	1777	2,280	341242	80	273000	Antique	Residential	Average +20	1.5	3	2	0	7	01	4,832	2,280	2024-03-13
1267	1	1990	2,338	356354	78	278000	Colonial	Residential	Average +20	1.75	3	2	0	8	01	2,739	2,338	2024-03-13
1268	1	1968	864	42180	50	21100	Mobile Home	Mobile Home	Average	1	3	1	0	5	01	864	864	2024-03-13
1269	1	1939	1,866	225935	80	180700	Conventional	Residential	Average +10	1.75	3	2	0	8	01	4,674	1,866	2024-03-13
1270	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1271	1	1971	1,847	239282	90	215400	Conventional	Residential	Average +20	2	3	2	1	8	01	3,286	1,847	2024-03-13
1272	1	1985	3,076	403369	80	322700	Cape Cod	Residential	Average +20	1.5	2	1	2	9	00	8,573	3,076	2024-03-13
1274	1	1850	2,734	357934	80	286300	Antique	Residential	Average +10	1.75	3	3	0	8	01	4,244	2,734	2024-03-13
1277	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1282	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1289	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1291	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1292	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1298	1	1968	5,143	1098896	90	989000	Modern/Contemp	Residential	Excellent+10	2	5	4	0	12	01	7,719	5,143	2024-03-13
1299	1	2011	2,704	346686	95	329400	Cape Cod	Residential	Average +20	1.75	3	2	1	5	01	4,488	2,704	2024-03-13
1302	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1304	1	2000	14,778	3640628	17	618900	SkiLodge/Com	Commercial	Excellent+10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	23,198	14,778	2024-03-13
1304	2	1960	1,160	45811	72	33000	Camp	Residential	Below Average	1	00	0	0	2	01	1,800	1,160	2024-03-13
1304	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1305	1	2000	14,778	3638795	69	2510800	SkiLodge/Com	Commercial	Excellent+10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	23,198	14,778	2024-03-13
1305	2	1985	3,011	215892	66	142500	Service-Shops	Industrial	Average +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	3,171	3,011	2024-03-13
1305	3	1997	5,000	258301	78	201500	Service-Shops	Industrial	Below Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	5,036	5,000	2024-03-13
1309	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1311	1	1970	1,368	118123	30	35400	Clubs/Lodge/Ha	Commercial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	1,368	1,368	2024-03-13
1312	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1313	1	1977	1,710	272564	84	229000	Modern/Contemp	Residential	Average +10	2	3	2	0	8	01	2,951	1,710	2024-03-13
1319	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1323	1	1817	2,461	500004	80	400000	Antique	Residential	Average +20	2	4	2	3	12	01	7,612	2,461	2024-03-13
1325	1	1986	1,868	247638	73	180800	Cape Cod	Residential	Average +20	1.75	3	1	1	7	01	4,010	1,868	2024-03-13
1326	1	1810	4,189	821040	90	738900	Antique	Residential	Excellent	2	3	4	1	9	01	5,262	4,189	2024-03-13
1327	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1332	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1333	1	1986	3,629	581141	76	441700	Modern/Contemp	Residential	Good	2	3	3	0	10	01	8,415	3,629	2024-03-13
1335	1	1989	2,272	369375	79	291800	Cape Cod	Residential	Good	1.75	3	3	0	10	01	4,672	2,272	2024-03-13
1336	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1337	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1338	1	1993	3,221	666734	81	540100	Cape Cod	Residential	Excellent	1.75	5	4	1	8	01	6,242	3,221	2024-03-13
1340	1	1988	2,929	291451	73	212800	Conventional	Residential	Average +10	2	4	3	1	9	01	5,510	2,929	2024-03-13
1341	1	1993	4,238	764731	81	619400	Cape Cod	Residential	Excellent	1.5	3	3	1	9	01	6,373	4,238	2024-03-13
1342	1	1990	3,057	603499	75	452600	Modern/Contemp	Residential	Good +10	1.75	4	3	1	8	01	7,422	3,057	2024-03-13
1343	1	1988	1,162	115830	73	84600	Conventional	Residential	Average	1.75	2	1	0	5	01	1,426	1,162	2024-03-13
1344	1	1992	3,708	713151	75	534900	Modern/Contemp	Residential	Good +10	1	3	3	0	7	01	8,892	3,708	2024-03-13
1344	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1352	1	1997	2,037	363160	81	294200	Cape Cod	Residential	Good	1.5	2	2	1	5	01	6,165	2,037	2024-03-13
1352	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1353	1	2004	4,262	800487	89	712400	Cape Cod	Residential	Excellent	1.75	4	3	2	9	 	8,723	4,262	2024-03-13
1354	1	1950	2,401	244030	88	214700	Conventional	Residential	Average +20	2	2	2	1	7	01	3,841	2,401	2024-03-13
1354	2	1900	475	71474	75	53600	Cape Cod	Residential	Below Average	1	1	1	0	3	01	1,080	475	2024-03-13
1355	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1356	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1358	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1360	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1361	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1362	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1363	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1364	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1365	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1366	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1367	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1373	1	1781	5,220	899448	88	791500	Antique	Residential	Good +20	1.75	4	3	0	9	01	8,936	5,220	2024-03-13
1373	2	2011	1,823	196217	72	141300	Shop	Commercial	Good	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	3	MISSING-Num Kitchens:	4,862	1,823	2024-03-13
1374	1	1972	2,142	396685	67	265800	Colonial	Residential	Average +20	2	4	2	0	8	01	4,699	2,142	2024-03-13
1375	1	1786	4,994	1081489	90	973300	Antique	Residential	Excellent	1.5	5	4	1	11	01	10,960	4,994	2024-03-13
1375	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1375	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1379	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1382	1	1967	2,636	691879	85	588100	Modern/Contemp	Residential	Good +20	1.5	3	3	1	11	01	6,250	2,636	2024-03-13
1384	1	1792	3,699	628101	85	533900	Antique	Residential	Good +10	1.5	4	3	1	9	01	6,525	3,699	2024-03-13
1384	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1385	1	1815	3,552	641410	85	545200	Antique	Residential	Good +10	1.75	5	4	0	10	01	7,036	3,552	2024-03-13
1386	1	2006	3,356	738798	91	672300	Cape Cod	Residential	Excellent+10	1.75	3	2	1	8	 	7,985	3,356	2024-03-13
1387	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
1388	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-03-13
